"","processname","processcode","startdatetime","objectname","stagecounts"
"10528","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-27,NA,1934
"10529","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-29,"Blueprism.Automate.clsCredentialsActions",1
"10530","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-29,"Blueprism.Automate.clsWorkQueuesActions",8
"10531","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-29,"Blueprism.AutomateProcessCore.clsCollectionActions",12
"10532","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-29,"Custom String Actions",7
"10533","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-29,"MS Outlook Email VBO",3
"10534","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-29,"Outlook",2
"10535","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-29,"SITS",12
"10536","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-29,"Utility - Environment",1
"10537","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-29,"Utility - General",2
"10538","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-29,NA,227
"10539","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-30,"Blueprism.Automate.clsCredentialsActions",3
"10540","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-30,"Blueprism.Automate.clsWorkQueuesActions",53
"10541","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-30,"Blueprism.AutomateProcessCore.clsCollectionActions",92
"10542","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-30,"Custom String Actions",54
"10543","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-30,"MS Outlook Email VBO",20
"10544","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-30,"Outlook",6
"10545","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-30,"SITS",118
"10546","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-30,"Utility - Environment",3
"10547","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-30,"Utility - General",6
"10548","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-30,NA,1550
"10549","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-01,"Blueprism.Automate.clsCredentialsActions",3
"10550","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-01,"Blueprism.Automate.clsWorkQueuesActions",58
"10551","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-01,"Blueprism.AutomateProcessCore.clsCollectionActions",141
"10552","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-01,"Custom String Actions",76
"10553","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-01,"MS Outlook Email VBO",22
"10554","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-01,"Outlook",8
"10555","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-01,"SITS",101
"10556","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-01,"Utility - Environment",3
"10557","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-01,"Utility - General",8
"10558","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-01,NA,2454
"10559","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-02,"Blueprism.Automate.clsCredentialsActions",3
"10560","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-02,"Blueprism.Automate.clsWorkQueuesActions",67
"10561","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-02,"Blueprism.AutomateProcessCore.clsCollectionActions",174
"10562","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-02,"Custom String Actions",93
"10563","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-02,"MS Outlook Email VBO",25
"10564","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-02,"Outlook",6
"10565","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-02,"SITS",127
"10566","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-02,"Utility - Environment",3
"10567","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-02,"Utility - General",6
"10568","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-02,NA,3104
"10569","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-03,"Blueprism.Automate.clsCredentialsActions",3
"10570","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-03,"Blueprism.Automate.clsWorkQueuesActions",41
"10571","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-03,"Blueprism.AutomateProcessCore.clsCollectionActions",106
"10572","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-03,"Custom String Actions",53
"10573","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-03,"MS Outlook Email VBO",15
"10574","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-03,"Outlook",6
"10575","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-03,"SITS",99
"10576","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-03,"Utility - Environment",3
"10577","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-03,"Utility - General",6
"10578","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-03,NA,1750
"10579","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-04,"Blueprism.Automate.clsCredentialsActions",2
"10580","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-04,"Blueprism.Automate.clsWorkQueuesActions",27
"10581","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-04,"Blueprism.AutomateProcessCore.clsCollectionActions",68
"10582","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-04,"Custom String Actions",36
"10583","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-04,"MS Outlook Email VBO",11
"10584","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-04,"Outlook",4
"10585","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-04,"SITS",47
"10586","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-04,"Utility - Environment",2
"10587","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-04,"Utility - General",4
"10588","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-04,NA,1126
"10589","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-06,"Blueprism.Automate.clsCredentialsActions",2
"10590","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-06,"Blueprism.Automate.clsWorkQueuesActions",8
"10591","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-06,"Blueprism.AutomateProcessCore.clsCollectionActions",12
"10592","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-06,"Custom String Actions",7
"10593","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-06,"MS Outlook Email VBO",4
"10594","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-06,"Outlook",4
"10595","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-06,"SITS",30
"10596","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-06,"Utility - Environment",2
"10597","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-06,"Utility - General",4
"10598","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-06,NA,319
"10599","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-07,"Blueprism.Automate.clsCredentialsActions",3
"10600","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-07,"Blueprism.Automate.clsWorkQueuesActions",42
"10601","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-07,"Blueprism.AutomateProcessCore.clsCollectionActions",57
"10602","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-07,"Custom String Actions",39
"10603","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-07,"MS Outlook Email VBO",12
"10604","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-07,"Outlook",6
"10605","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-07,"SITS",118
"10606","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-07,"Utility - Environment",3
"10607","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-07,"Utility - General",6
"10608","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-07,NA,1069
"10609","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-08,"Blueprism.Automate.clsCredentialsActions",3
"10610","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-08,"Blueprism.Automate.clsWorkQueuesActions",27
"10611","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-08,"Blueprism.AutomateProcessCore.clsCollectionActions",44
"10612","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-08,"Custom String Actions",24
"10613","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-08,"MS Outlook Email VBO",11
"10614","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-08,"Outlook",6
"10615","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-08,"SITS",38
"10616","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-08,"Utility - Environment",3
"10617","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-08,"Utility - General",6
"10618","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-08,NA,819
"10619","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-09,"Blueprism.Automate.clsCredentialsActions",3
"10620","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-09,"Blueprism.Automate.clsWorkQueuesActions",42
"10621","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-09,"Blueprism.AutomateProcessCore.clsCollectionActions",50
"10622","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-09,"Custom String Actions",34
"10623","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-09,"MS Outlook Email VBO",12
"10624","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-09,"Outlook",6
"10625","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-09,"SITS",114
"10626","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-09,"Utility - Environment",3
"10627","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-09,"Utility - General",6
"10628","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-09,NA,905
"10629","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-10,"Blueprism.Automate.clsCredentialsActions",3
"10630","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-10,"Blueprism.Automate.clsWorkQueuesActions",33
"10631","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-10,"Blueprism.AutomateProcessCore.clsCollectionActions",42
"10632","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-10,"Custom String Actions",25
"10633","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-10,"MS Outlook Email VBO",11
"10634","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-10,"Outlook",6
"10635","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-10,"SITS",87
"10636","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-10,"Utility - Environment",3
"10637","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-10,"Utility - General",6
"10638","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-10,NA,743
"10639","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-11,"Blueprism.Automate.clsCredentialsActions",1
"10640","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-11,"Blueprism.Automate.clsWorkQueuesActions",31
"10641","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-11,"Blueprism.AutomateProcessCore.clsCollectionActions",32
"10642","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-11,"Custom String Actions",22
"10643","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-11,"MS Outlook Email VBO",13
"10644","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-11,"Outlook",2
"10645","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-11,"SITS",41
"10646","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-11,"Utility - Environment",1
"10647","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-11,"Utility - General",2
"10648","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-11,NA,624
"10649","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-13,"Blueprism.Automate.clsCredentialsActions",1
"10650","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-13,"Blueprism.Automate.clsWorkQueuesActions",23
"10651","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-13,"Blueprism.AutomateProcessCore.clsCollectionActions",13
"10652","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-13,"Custom String Actions",12
"10653","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-13,"MS Outlook Email VBO",9
"10654","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-13,"Outlook",2
"10655","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-13,"SITS",18
"10656","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-13,"Utility - Environment",1
"10657","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-13,"Utility - General",2
"10658","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-13,NA,439
"10659","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-14,"Blueprism.Automate.clsCredentialsActions",3
"10660","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-14,"Blueprism.Automate.clsWorkQueuesActions",43
"10661","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-14,"Blueprism.AutomateProcessCore.clsCollectionActions",71
"10662","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-14,"Custom String Actions",37
"10663","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-14,"MS Outlook Email VBO",17
"10664","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-14,"Outlook",6
"10665","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-14,"SITS",44
"10666","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-14,"Utility - Environment",3
"10667","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-14,"Utility - General",6
"10668","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-14,NA,1193
"10669","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-15,"Blueprism.Automate.clsCredentialsActions",3
"10670","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-15,"Blueprism.Automate.clsWorkQueuesActions",73
"10671","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-15,"Blueprism.AutomateProcessCore.clsCollectionActions",122
"10672","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-10-15,"Custom String Actions",74
